recordID,category,focus,caption,length_tokenization
5376,Dessin,luminosity,"Dessin des deux figures, une personne couchée de dos nu, une femme de face couché nue, un vase avec de l'eau qui coule, Lumineux",39
756,Tableau,content,"Une rue pavée dans une ville avec une église et une cathédrale en fond, des personnes dans la rue, canal, pont, foule",34
4659,Tableau,content,"Un foule dans une village avec de la neige, lac gelée, anes, charettes, maisons avec toit blanc, arbres sans feuilles",34
7743,Dessin,luminosity,"Portrait d'une femme avec une hotte sur la tête, chapeau, colier, Lumineux",24
5207,Dessin,emotion,"Une salle des fêtes sans personne, des tables avec des nappes blanches, un chandelier, des murs bleus, une moquette rouge, un mariage, Joie",38
5207,Dessin,colors,"Une salle des fêtes sans personne, des tables avec des nappes blanches, un chandelier, des murs bleus, une moquette rouge, un mariage, Couleurs vives",41
3816,Tableau,content,"Une église en hiver avec de la neige, des arbres sans feuilles, un clocher",23
1934,Tableau,content,"Le dernier repas, Jésus, repas, intérieur, fenêtre en fond",23
10360,Dessin,content,"Un dessin d'une femme assisse, encre, fenêtre en fond",18
7852,Tableau,luminosity,"Une grande vague sur la mer, ciel nuageux, Sombre",15
7307,Dessin,content,"Un paysage d'hiver avec un homme assis, une femme debout et un chien, des arbres sans feuilles, de l'eau et des maisons aux cheminées avec de la fumée",48
7451,Tableau,content,"Un scène de chaos, des chiens qui attaquent des oiseaux, un ciel orangé",24
7136,Tableau,emotion,"Un homme rentre dans une pièce avec un poisson, intérieur, femme assise avec une robe rouge, femme debout qui utilise une cruche, homme assis, chien, Joie",46
8922,Tableau,colors,"Visage d'une petite fille aux longs cheveux noirs dans un lit sur un oreiller, couverture verte, Couleurs vives, Teinte rouge",38
8057,Tableau,colors,"Portrait d'une jeune femme avec des cheveux bouclés, habit noir, col blanc, bras le long du corps, Noir et blanc",31
7307,Dessin,emotion,"Un paysage d'hiver avec un homme assis, une femme debout et un chien, des arbres sans feuilles, de l'eau et des maisons aux cheminées avec de la fumée, émotion neutre",53
10763,Sculpture,emotion,"Sculpture d'hommes qui travaillent, pierre taillée, Tristesse",19
10763,Sculpture,emotion,"Sculpture d'hommes qui travaillent, pierre taillée, Peur",18
8507,Dessin,colors,"Naissance de Jésus, religion, anges avec des ailes, agneaux, étable, intérieur, mages, animaux, porte voutée en pierre, Bicolor, Teinte rouge",45
1298,Tableau,luminosity,"Jésus porte sa croix avec deux hommes à côté de lui, un homme qui porte un livre ouvert dans sa main, homme musclé nu, religion, Lumineux",41
5257,Dessin,content,"Deux personnes assise à une table, une table vide avec une nappe blanche",17
1511,Tableau,colors,"Un homme avec une barbe assis qui parle a deux hommes assis par terre, soldats, vieil homme avec un sceptre, chef, dirigeant, Couleurs vives",43
7095,Dessin,luminosity,"Une ferme avec un fermier qui déplacent des vaches et deux chiens, des arbres, un toit en tuiles et une clôture en bois, Lumineux",39
8459,Dessin,content,"Un groupe de soldat en uniforme qui discutent, des hommes en groupe, une réunion",22
1084,Dessin,emotion,"Dessin architectural d'une coupole avec deux poutres et statues d'anges, dessin détaillé, émotion neutre",31
7451,Tableau,emotion,"Un scène de chaos, des chiens qui attaquent des oiseaux, un ciel orangé, Tristesse",28
7451,Tableau,emotion,"Un scène de chaos, des chiens qui attaquent des oiseaux, un ciel orangé, Peur",27
7451,Tableau,emotion,"Un scène de chaos, des chiens qui attaquent des oiseaux, un ciel orangé, Colère",27
7451,Tableau,emotion,"Un scène de chaos, des chiens qui attaquent des oiseaux, un ciel orangé, Surprise",26
7595,Tableau,content,Une vigne avec des raisins,6
7890,Dessin,colors,"Une rue de village avec une calèche avec deux personnes dedans, des maisons, une petite église et quelques arbres, un randonneur, Noir et blanc",39
6928,Dessin,colors,"Maison avec une cheminée entre deux arbres, homme debout sur un chemin, toit en paille, Noir et blanc",28
3692,Tableau,emotion,"Un bouquet de fleurs dans un vase en verre sur une table, fleur blanche, fleur rouge, fleur orange, émotion neutre",28
3692,Tableau,emotion,"Un bouquet de fleurs dans un vase en verre sur une table, fleur blanche, fleur rouge, fleur orange, Joie",26
7844,Tableau,colors,"Une femme est assise avec une robe bleue, elle regarde un chien assis par terre, une femme est debout avec une robe rouge, un jardin, extérieur, Couleurs vives",45
839,Tableau,colors,"Une fille est un garçon assis à une table en train de jouer aux cartes, intérieur, chaise rouge, vases, commode, nappe, cheveux en queue de cheval, Couleurs vives",54
6189,Dessin,emotion,"Deux femmes agenouillées avec un bébé, un petit enfant, un pelerin avec une canne, un randonneur, un palmier, Joie",38
6189,Dessin,emotion,"Deux femmes agenouillées avec un bébé, un petit enfant, un pelerin avec une canne, un randonneur, un palmier, Surprise",37
6636,Dessin,emotion,"Deux femmes avec un voile sur la tête, longue robe blanche, main sur le torse, deux femmes debouts, Dégoût",35
6636,Dessin,emotion,"Deux femmes avec un voile sur la tête, longue robe blanche, main sur le torse, deux femmes debouts, Colère",32
3928,Tableau,content,"Portrait d'une femme assise avec des cheveux noirs bouclés qui nettoie un palteau avec un chiffon, habit blanc et gris",32
338,Tableau,emotion,"Jésus qui sépare le pain à table avec des hommes et une fille qui apporte à manger, bougies, nourriture, repas, Joie",39
7168,Tableau,content,"Des ouvriers au travail, groupe de mineurs, travailleurs en intérieur",23
4362,Tableau,emotion,"Une femme vue de côté avec une robe blanche avec deux femmes l'aidant à s'habiller, robe rose, robe verte, voile blanc, intérieur, mariage, Joie",46
7874,Dessin,luminosity,"Un ferme avec un toit en paille, une toilette extérieure en bois , un homme avec un chapeau assis sur le sol avec deux animaux, un cloture en bois, quelques arbres, Lumineux",52
1488,Tableau,emotion,"Une place avec une foule vêtue de noir, une femme de dos avec une robe bleue, une église, des maisons en briques rouges, un ciel bleu, des nuages blancs, une cathédrale, émotion neutre",57
1488,Tableau,emotion,"Une place avec une foule vêtue de noir, une femme de dos avec une robe bleue, une église, des maisons en briques rouges, un ciel bleu, des nuages blancs, une cathédrale, Joie",55
1488,Tableau,emotion,"Une place avec une foule vêtue de noir, une femme de dos avec une robe bleue, une église, des maisons en briques rouges, un ciel bleu, des nuages blancs, une cathédrale, Surprise",54
10788,Tableau,colors,"Un homme dans la savane avec des arbres au dessus de lui et des herbes hautes, balade, Noir et blanc",29
8459,Dessin,colors,"Un groupe de soldat en uniforme qui discutent, des hommes en groupe, une réunion, Noir et blanc",26
6545,Dessin,emotion,"Un port avec une église avec un clocher, des bateaux sur l'eau, un homme couché sur le bord de l'eau, une ville portuaire, émotion neutre",42
7806,Tableau,luminosity,"Deux voiliers sur la mer calme, un couché de soleil, des nuages, des oiseaux dans le ciel, des petites vagues, l'océan, Sombre",44
8057,Tableau,emotion,"Portrait d'une jeune femme avec des cheveux bouclés, habit noir, col blanc, bras le long du corps, émotion neutre",32
79,Tableau,colors,"Une femme en robe noire assise dans un fauteuil rouge dans un salon avec un tapis rouge, piano, la femme se cache le visage avec sa main, Couleurs vives",41
8508,Dessin,content,"Poséidon, dieu,vieil homme musclé avec une barbe, chevaux, mer, trident",25
6928,Dessin,emotion,"Maison avec une cheminée entre deux arbres, homme debout sur un chemin, toit en paille, émotion neutre",29
7234,Dessin,luminosity,"Une foule marchent sur un port avec des bateaux, ils transportent des affaires, voyages, immigration, travailleurs, embarquement, voyage, Sombre",39
7059,Dessin,emotion,"Un texte entouré d'enfants anges avec des femmes nues, religion, sculpture, harpe, émotion neutre",30
4086,Tableau,content,"Un champ avec des tas de foin, piles de foin",13
7890,Dessin,content,"Une rue de village avec une calèche avec deux personnes dedans, des maisons, une petite église et quelques arbres, un randonneur",35
8660,Tableau,luminosity,"Un homme de face avec un habit bleu tient une bougie qui illumine son visage et le visage d'une fille à côté de lui, Sombre",38
3941,Tableau,content,"Une repas en extérieur dans un parc, une table couverte par l'ombre des arbres, des chiens, une fillette avec sa mère, des chaises de jardin",43
2248,Tableau,content,"une vache couchée, trois vaches debouts en avant plan, des vaches couchées en arrière plan, une plaine arride, ciel nuageux",40
7806,Tableau,colors,"Deux voiliers sur la mer calme, un couché de soleil, des nuages, des oiseaux dans le ciel, des petites vagues, l'océan, Noir et blanc",45
6470,Dessin,content,"L'assemblée générale, des politiciens, politique, pupitre, discours, intérieur",31
6386,Tableau,emotion,"Un noble debout sur une scène qui parle à des personnes, discours, enfants qui jouent, politique, foule, émotion neutre",36
6386,Tableau,emotion,"Un noble debout sur une scène qui parle à des personnes, discours, enfants qui jouent, politique, foule, Joie",34
1934,Tableau,emotion,"Le dernier repas, Jésus, repas, intérieur, fenêtre en fond, Joie",26
1934,Tableau,emotion,"Le dernier repas, Jésus, repas, intérieur, fenêtre en fond, Tristesse",27
1934,Tableau,emotion,"Le dernier repas, Jésus, repas, intérieur, fenêtre en fond, Peur",26
4970,Tableau,emotion,"Un homme agenouillé, portant un chapeau et un costume noirs, ramasse des cailloux et les met dans une benne, travail, travailleur, pauvreté, Tristesse",48
10094,Tableau,emotion,"Portrait d'une femme avec des cheveux roux avec un col blanc et un collier, chapeau à plume, manches blanches, vêtement noir, émotion neutre",40
10434,Dessin,luminosity,"Dessin d'un buffle au dessus et dessin d'une femme vu de dos couchée en dessous, Lumineux",29
6089,Dessin,emotion,"Bataille entre des soldats sur de chevaux avec des lances et des épées, mort, guerre, chaos, Tristesse",31
6089,Dessin,emotion,"Bataille entre des soldats sur de chevaux avec des lances et des épées, mort, guerre, chaos, Peur",30
6089,Dessin,emotion,"Bataille entre des soldats sur de chevaux avec des lances et des épées, mort, guerre, chaos, Colère",30
6089,Dessin,luminosity,"Bataille entre des soldats sur de chevaux avec des lances et des épées, mort, guerre, chaos, Lumineux",30
5640,Tableau,content,"Portrait d'un homme fatigué avec une barbe brune et une moustache brune, cheveux dégarnis, fourrure, col blanc",33
8459,Dessin,emotion,"Un groupe de soldat en uniforme qui discutent, des hommes en groupe, une réunion, émotion neutre",27
4417,Tableau,luminosity,"Un homme nu est porté par des hommes, mort, décès, transport du défund, Sombre",24
1942,Tableau,emotion,"Portrait de famille avec deux couples, et quatres enfants, fermiers asssis dehors, paquerettes dans l'herbe, émotion neutre",38
1942,Tableau,emotion,"Portrait de famille avec deux couples, et quatres enfants, fermiers asssis dehors, paquerettes dans l'herbe, Joie",36
1942,Tableau,emotion,"Portrait de famille avec deux couples, et quatres enfants, fermiers asssis dehors, paquerettes dans l'herbe, Colère",36
8393,Dessin,content,"Dessin d'un enfant qui a son doigt dans sa bouche, bambin",20
884,Tableau,content,"Peintre avec une toile, femme qui donne a manger à des paons, femme qui tient un bébé dans ses bras, statues, jardin, extérieur",39
1733,Tableau,content,"Un invasion d'un village par des soldats, la guerre, village sous la neige, chaos, combat, attaque, foule",30
10220,Dessin,emotion,"Deux hommes parlent à une femme en intérieur, une fenêtre, la femme est devant un lit avec un mort, un croix chrétienne au dessus du lit, intérieur, mort, Tristesse",52
1196,Tableau,content,"Portrait d'un peintre assis portant un manteau, cheveux courts, pinceau dans la main",26
1724,Tableau,colors,"Un foule qui fait la fête en extérieur, vêtements colorés, fête de village, danse, Couleurs vives",36
6636,Dessin,luminosity,"Deux femmes avec un voile sur la tête, longue robe blanche, main sur le torse, deux femmes debouts, Lumineux",32
7103,Dessin,content,Un chien assis musclé vu de dos,11
4343,Tableau,emotion,"Portrait d'une femme avec des yeux verts et des boucles d'oreilles, des cheveux noirs attachés, une robe en dentelle noires, des gants longs noirs, émotion neutre",47
4343,Tableau,emotion,"Portrait d'une femme avec des yeux verts et des boucles d'oreilles, des cheveux noirs attachés, une robe en dentelle noires, des gants longs noirs, Joie",45
4332,Tableau,emotion,"Un panier avec des oeufs et un pot de fleurs sur une table, chaise, panier en osier, pain, émotion neutre",33
5376,Dessin,colors,"Dessin des deux figures, une personne couchée de dos nu, une femme de face couché nue, un vase avec de l'eau qui coule, Bicolor, Teinte rouge",43
5179,Tableau,luminosity,"Portrait d'une fille debout avec un pot de fleurs dans les mains, cheveux coupe carré blonds, tableaux sur mur bleu, fenêtre, chaise, parquet, Lumineux",45
6287,Tableau,colors,"Un homme avec un chapeau rouge qui marche sur un chemin à côté de la forêt, prairie, forêt dense, Couleurs sombres",36
909,Tableau,colors,"Portrait d'une femme assise avec un grand chapeau, parapluie dans une main, robe longue noire, Noir et blanc",30
186,Tableau,content,"Paysage avec des falaises et la mer, rochers dans l'eau, falaises blanches, mer avec des vagues, ciel bleu clair",32
5116,Tableau,content,"Portrait d'une femme avec des cheveux noirs et une robe noire, fond vert, main qui se tiennent, cheveux attachés",34
1688,Tableau,colors,"Un bateau attaqué par des monstres marins, la tempête, des nuages gris et noirs, un phare sur la colline, un monstre, Couleurs sombres, Teinte verte",49
6287,Tableau,content,"Un homme avec un chapeau rouge qui marche sur un chemin à côté de la forêt, prairie, forêt dense",30
6143,Dessin,colors,"Dessin de plusieurs visages, expressions faciles, lion, serpent, barbe, crane, Bicolor, Teinte rouge",28
1120,Tableau,luminosity,"Des bateaux à vapeur sur le fleuve, fumée blanche, pont, usines en fond, cheval sur une avenue avec des arbres alignés, lampadaire, ville, Lumineux",45
1458,Tableau,luminosity,"Les toits des maisons d'une ville, toit en tuiles rouges et grises, maisons blanches, cathédrale, ciel nuageux, cheminées, Lumineux",45
338,Tableau,content,"Jésus qui sépare le pain à table avec des hommes et une fille qui apporte à manger, bougies, nourriture, repas",36
186,Tableau,luminosity,"Paysage avec des falaises et la mer, rochers dans l'eau, falaises blanches, mer avec des vagues, ciel bleu clair, Lumineux",35
5392,Tableau,emotion,"Paysage avec des plaines avec des tas de foin, un arbre seul au milieu du champ, un village en fond, des montagnes en fond, des nuages dans le ciel, émotion neutre",47
5392,Tableau,emotion,"Paysage avec des plaines avec des tas de foin, un arbre seul au milieu du champ, un village en fond, des montagnes en fond, des nuages dans le ciel, Joie",45
4315,Tableau,luminosity,"Une carcase rouge d'un animal sur une table, une bouteille en verre brune, une assiette, un repas, Lumineux",32
2194,Tableau,colors,"Portrait d'une veille femme assise tenant des lunettes et un livre, habit noir avec une collerette blanche, intérieur, Couleurs sombres",37
7852,Tableau,content,"Une grande vague sur la mer, ciel nuageux",12
10836,Tableau,emotion,"Une femme et un enfant qui font une promenade, des hautes herbes, des fleurs colorées, deux arbres en fond, Joie",32
8558,Tableau,content,"Un femme en robe bleue avec des anges autour d'elle, une foule d'hommes et de femmes la regardent d'en bas, robes colorées, religion",41
6442,Dessin,content,"Un soldat dans un paysage désolé, collines, ville en fond",17
6395,Dessin,emotion,"Une femme nue reçoit un plateau d'un homme, un soldat en armure, un ange avec des ailes, émotion neutre",33
6395,Dessin,emotion,"Une femme nue reçoit un plateau d'un homme, un soldat en armure, un ange avec des ailes, Surprise",30
7659,Dessin,emotion,"Un paysage avec un village et un chateau en fond, des clochers d'église, un fleuve, des vaches, des cavaliers sur des chevaux, des abres en avant plan, émotion neutre",48
3941,Tableau,luminosity,"Une repas en extérieur dans un parc, une table couverte par l'ombre des arbres, des chiens, une fillette avec sa mère, des chaises de jardin, Sombre",46
1196,Tableau,luminosity,"Portrait d'un peintre assis portant un manteau, cheveux courts, pinceau dans la main, Sombre",29
6545,Dessin,colors,"Un port avec une église avec un clocher, des bateaux sur l'eau, un homme couché sur le bord de l'eau, une ville portuaire, Bicolor, Teinte rouge",44
4812,Tableau,content,"Des femmes et des hommes agenouillés qui prient et qui ont des offrandes, un soldat en armure avec un drapeau, religion",35
4568,Tableau,emotion,"Un quai en bois avec deux personnes dessus, quai sur la plage, la mer, des vagues, ciel nuageux, émotion neutre",36
9827,Tableau,content,"Un chien sur une rue en pavés avec un chat assis, une terrasse en bois, ue maison en bois",25
1786,Tableau,colors,"Un table avec des légumes, choux-fleur, oignons, tomates, poireaux, Couleurs vives",29
1205,Tableau,emotion,"Jésus amené à un roi sultan, des soldats avec des lances le tiennent, petit chien blanc couché, Tristesse",34
1205,Tableau,emotion,"Jésus amené à un roi sultan, des soldats avec des lances le tiennent, petit chien blanc couché, Peur",33
7168,Tableau,emotion,"Des ouvriers au travail, groupe de mineurs, travailleurs en intérieur, Tristesse",27
7168,Tableau,emotion,"Des ouvriers au travail, groupe de mineurs, travailleurs en intérieur, Peur",26
1829,Tableau,emotion,"Portrait d'un jeune homme debout avec un costume rouge et une fine moustache, papier peint en fond, parquet, eventail en main, chemise rose, émotion neutre",41
1394,Dessin,content,"Une foule avec des hommes, des femmes et des enfants qui regardent un hpmme torse nu, guerrier, gagnant, vainqueur",35
909,Tableau,emotion,"Portrait d'une femme assise avec un grand chapeau, parapluie dans une main, robe longue noire, émotion neutre",31
909,Tableau,emotion,"Portrait d'une femme assise avec un grand chapeau, parapluie dans une main, robe longue noire, Surprise",28
8507,Dessin,luminosity,"Naissance de Jésus, religion, anges avec des ailes, agneaux, étable, intérieur, mages, animaux, porte voutée en pierre, Lumineux",41
1531,Tableau,content,"Des bateaux sur la mer agitée, des grosses vaches, une tempête, des nuages, des voiliers",29
10793,Dessin,content,"Un dessin d'un homme qui marche avec une faux, fermier, agriculteur, travail dans les champs",24
6545,Dessin,luminosity,"Un port avec une église avec un clocher, des bateaux sur l'eau, un homme couché sur le bord de l'eau, une ville portuaire, Lumineux",40
1202,Tableau,emotion,"Des hommes qui parlent à un sultan, des soldats, lances, intérieur, vêtements colorés, émotion neutre",33
8393,Dessin,colors,"Dessin d'un enfant qui a son doigt dans sa bouche, bambin, Bicolor, Teinte rouge",27
1369,Dessin,luminosity,"Une femme avec un sein visible et une longue robe regarde vers le haut avec un dague en main, défense, agression, Lumineux",33
5909,Tableau,emotion,"Scène de bataille, des soldats sur des chevaux se combattent, chaos, guerre, morts, armes, Tristesse",34
5909,Tableau,emotion,"Scène de bataille, des soldats sur des chevaux se combattent, chaos, guerre, morts, armes, Peur",33
5909,Tableau,emotion,"Scène de bataille, des soldats sur des chevaux se combattent, chaos, guerre, morts, armes, Colère",33
10791,Dessin,colors,"Croquis d'une femme debout avec une longue jupe blanche, on ne voit pas son visage, elle travaille, nettoyage, Noir et blanc",38
4036,Tableau,emotion,"Toits blancs, façades, arbres sans feuilles, ciel gris, branches noires, Peur",25
798,Dessin,colors,"Une ruelle avec des voutes, un homme dans l'ombre, des murs en pierre, Teinte rouge",24
7659,Dessin,colors,"Un paysage avec un village et un chateau en fond, des clochers d'église, un fleuve, des vaches, des cavaliers sur des chevaux, des abres en avant plan, Bicolor, Teinte rouge",50
7572,Tableau,luminosity,"Un massacre, le chaos, la mort, un combat entre des hommes musclés et des mères, bébés, soldats, Lumineux",33
1488,Tableau,colors,"Une place avec une foule vêtue de noir, une femme de dos avec une robe bleue, une église, des maisons en briques rouges, un ciel bleu, des nuages blancs, une cathédrale, Couleurs vives",58
1120,Tableau,content,"Des bateaux à vapeur sur le fleuve, fumée blanche, pont, usines en fond, cheval sur une avenue avec des arbres alignés, lampadaire, ville",42
7415,Tableau,content,"Ferme entre les arbres avec des vaches assises et un mouton debout, un homme est couché en dessous d'un arbre",33
2324,Tableau,content,"Portrait d'une femme avec un voile blanc et une robe noire, ton pale, bijoux rouge, ville en fond",26
10425,Dessin,emotion,"Dessin d'une femme en robe noire assise sur un divan, émotion neutre",21
10163,Tableau,content,"Un malade dans son lit avec une femme à son chevet, une femme assises par terre avec un bébé, couverture rouge",29
5640,Tableau,emotion,"Portrait d'un homme fatigué avec une barbe brune et une moustache brune, cheveux dégarnis, fourrure, col blanc, émotion neutre",38
5640,Tableau,emotion,"Portrait d'un homme fatigué avec une barbe brune et une moustache brune, cheveux dégarnis, fourrure, col blanc, Peur",36
5640,Tableau,emotion,"Portrait d'un homme fatigué avec une barbe brune et une moustache brune, cheveux dégarnis, fourrure, col blanc, Surprise",35
7572,Tableau,content,"Un massacre, le chaos, la mort, un combat entre des hommes musclés et des mères, bébés, soldats",30
3877,Dessin,luminosity,"Un femme nu se cache, cheveux noirs, femme assise sur un lit, nudité, Lumineux",25
1820,Tableau,luminosity,"Un femme avec un voile et un baton prie en regardant le ciel, deux moutons à ses pieds, drap bleu, ciel sombre, Sombre",38
2248,Tableau,luminosity,"une vache couchée, trois vaches debouts en avant plan, des vaches couchées en arrière plan, une plaine arride, ciel nuageux, Sombre",43
10789,Dessin,content,"Un figures religieuses qui prient devant un batiment, des portes jaunes, des marches, religion",24
8459,Dessin,luminosity,"Un groupe de soldat en uniforme qui discutent, des hommes en groupe, une réunion, Lumineux",25
7852,Tableau,colors,"Une grande vague sur la mer, ciel nuageux, Noir et blanc",16
1202,Tableau,content,"Des hommes qui parlent à un sultan, des soldats, lances, intérieur, vêtements colorés",28
6284,Dessin,luminosity,"Portrait d'un homme avec des cheveux dégarni, une barbe et une moustache épaisse, vu de profil, oreille, chemise, Lumineux",37
10877,Tableau,colors,"Un homme en tunique rouge agenouillé à côté de son cheval regarde un cerf avec des chiens dans une forêt, chevalier, Couleurs sombres",41
1401,Tableau,content,"Naissance de Jésus, Marie, foule qui apportent des offrandes, vêtements colorés, en fond on voit des collines et des arbres, nuages",41
8541,Dessin,emotion,"Un chateau qui brule, un incendie, une usine, de la fumée, Tristesse",23
8541,Dessin,emotion,"Un chateau qui brule, un incendie, une usine, de la fumée, Peur",22
992,Tableau,luminosity,"Portrait d'une femme qui regarde vers le bas, turban rouge, chapeau, bras croisés, oreille visible, robe brune, Sombre",34
1803,Tableau,emotion,"Portrait d'une vieille femme avec des cheveux gris et une écharpe blanche, une robe noire, ses main se tiennent, fleurs blanches, rouges et jaunes, émotion neutre",48
1803,Tableau,emotion,"Portrait d'une vieille femme avec des cheveux gris et une écharpe blanche, une robe noire, ses main se tiennent, fleurs blanches, rouges et jaunes, Peur",46
1803,Tableau,emotion,"Portrait d'une vieille femme avec des cheveux gris et une écharpe blanche, une robe noire, ses main se tiennent, fleurs blanches, rouges et jaunes, Colère",46
7168,Tableau,colors,"Des ouvriers au travail, groupe de mineurs, travailleurs en intérieur, Couleurs sombres",29
6395,Dessin,content,"Une femme nue reçoit un plateau d'un homme, un soldat en armure, un ange avec des ailes",28
7136,Tableau,content,"Un homme rentre dans une pièce avec un poisson, intérieur, femme assise avec une robe rouge, femme debout qui utilise une cruche, homme assis, chien",43
7887,Dessin,content,"Deux hommes avec des chapeaux en extérieur, jardin, homme qui s'occupent des plantes, chien assis, chateau en fond, arbres",37
1695,Tableau,emotion,"Une foule, naissance de Jésus, étable, offrandes, religion, désert, beaucoup de personnes, émotion neutre",33
1695,Tableau,emotion,"Une foule, naissance de Jésus, étable, offrandes, religion, désert, beaucoup de personnes, Joie",31
1754,Tableau,luminosity,"Une femme avec un chapeau blanc et une robe orange est assise, elle parle à une femme, enfant qui joue assis au sol, femme assise qui lit, discussion, Lumineux",43
7659,Dessin,content,"Un paysage avec un village et un chateau en fond, des clochers d'église, un fleuve, des vaches, des cavaliers sur des chevaux, des abres en avant plan",43
6963,Dessin,content,"Paysage avec des collines et quelques abres, au centre il y a un chateau, des nuages dans le ciel",27
7294,Dessin,emotion,"Deux vieux hommes avec des barbes et des chapeaux, religieux, sultans, Peur",23
7294,Dessin,emotion,"Deux vieux hommes avec des barbes et des chapeaux, religieux, sultans, Colère",23
4343,Tableau,content,"Portrait d'une femme avec des yeux verts et des boucles d'oreilles, des cheveux noirs attachés, une robe en dentelle noires, des gants longs noirs",42
6138,Dessin,luminosity,"Des personens autour d'un lit avec un homme musclé couché et malade, une femme sur ses genoux à côté du lit, un enfant debout à côté du lit, Lumineux",48
452,Tableau,emotion,"Portrait d'une femme adulte avec des cheveux attachés noirs de face, bras croisés, robe noire, émotion neutre",32
452,Tableau,emotion,"Portrait d'une femme adulte avec des cheveux attachés noirs de face, bras croisés, robe noire, Tristesse",31
452,Tableau,emotion,"Portrait d'une femme adulte avec des cheveux attachés noirs de face, bras croisés, robe noire, Peur",30
6284,Dessin,emotion,"Portrait d'un homme avec des cheveux dégarni, une barbe et une moustache épaisse, vu de profil, oreille, chemise, émotion neutre",39
6284,Dessin,emotion,"Portrait d'un homme avec des cheveux dégarni, une barbe et une moustache épaisse, vu de profil, oreille, chemise, Colère",37
6395,Dessin,colors,"Une femme nue reçoit un plateau d'un homme, un soldat en armure, un ange avec des ailes, Bicolor, Teinte rouge",35
4959,Tableau,content,"Un paysage avec des plairies dorées et un arbre seul, des animaux sur un chemin, des collines, des nuages blancs dans le ciel",40
10807,Dessin,emotion,"Un femme agenouillé avec une couronne qui parle à une femme assise avec un enfant dans ses bras, un animal derrière, des voutes, Tristesse",39
10807,Dessin,emotion,"Un femme agenouillé avec une couronne qui parle à une femme assise avec un enfant dans ses bras, un animal derrière, des voutes, Peur",38
10807,Dessin,emotion,"Un femme agenouillé avec une couronne qui parle à une femme assise avec un enfant dans ses bras, un animal derrière, des voutes, Colère",38
1317,Dessin,luminosity,"Un paysage avec des champs, une ville en arrière-plan avec une église et des maisons, des arbres et des buissons, un ciel blanc, Lumineux",40
3704,Dessin,luminosity,"Portrait d'une femme aux cheveux noirs coiffés en chignon, vue de profil, les yeux fermés et les oreilles visiblesn, vêtements bleus et un col roulé noir, Lumineux",52
3704,Dessin,emotion,"Portrait d'une femme aux cheveux noirs coiffés en chignon, vue de profil, les yeux fermés et les oreilles visiblesn, vêtements bleus et un col roulé noir, émotion neutre",54
8080,Tableau,emotion,"Un femme joue avec un bébé nu sur un lit, un homme avec une barbe noire regarde l'enfant, Joie",31
7103,Dessin,luminosity,"Un chien assis musclé vu de dos, Lumineux",14
1803,Tableau,content,"Portrait d'une vieille femme avec des cheveux gris et une écharpe blanche, une robe noire, ses main se tiennent, fleurs blanches, rouges et jaunes",43
4970,Tableau,colors,"Un homme agenouillé, portant un chapeau et un costume noirs, ramasse des cailloux et les met dans une benne, travail, travailleur, pauvreté, Couleurs sombres",50
6287,Tableau,emotion,"Un homme avec un chapeau rouge qui marche sur un chemin à côté de la forêt, prairie, forêt dense, émotion neutre",35
6287,Tableau,emotion,"Un homme avec un chapeau rouge qui marche sur un chemin à côté de la forêt, prairie, forêt dense, Peur",33
1352,Tableau,colors,"Une maison dans une forêt aux arbres sombres, un ponton, un canard, un toit de chaume, un ciel blanc et du brouillard, Noir et blanc",40
3671,Dessin,content,"Un paysage avec une valée, un cavalier sur son cheval, un charette tirée par des animaux sur un chemin, un arbre sur la colline, en fond une ville et un chateau, falaise",49
7307,Dessin,luminosity,"Un paysage d'hiver avec un homme assis, une femme debout et un chien, des arbres sans feuilles, de l'eau et des maisons aux cheminées avec de la fumée, Lumineux",51
8095,Dessin,luminosity,"Paysage de plaine avec une cathédrale en arrière-plan, quelques maisons, deux soldats avec des fusils, deux chiens, des collines, des moulins à vent en arrière-plan, Lumineux",51
4959,Tableau,colors,"Un paysage avec des plairies dorées et un arbre seul, des animaux sur un chemin, des collines, des nuages blancs dans le ciel, Couleurs vives",46
1528,Tableau,emotion,"Cour intérieure avec des poutres, plafond avec des arches, couloir, hommes avec des longs habits et des capuches, émotion neutre",37
6710,Tableau,colors,"Portrait d'un soldat en uniforme vu de profil avec une épée dans sa main, un chapeau avec une plume, bottes, rangés de soldats en fond, ciel nuageux, Noir et blanc",50
8660,Tableau,emotion,"Un homme de face avec un habit bleu tient une bougie qui illumine son visage et le visage d'une fille à côté de lui, Joie",38
6470,Dessin,emotion,"L'assemblée générale, des politiciens, politique, pupitre, discours, intérieur, émotion neutre",36
6470,Dessin,emotion,"L'assemblée générale, des politiciens, politique, pupitre, discours, intérieur, Tristesse",35
6470,Dessin,emotion,"L'assemblée générale, des politiciens, politique, pupitre, discours, intérieur, Peur",34
6470,Dessin,emotion,"L'assemblée générale, des politiciens, politique, pupitre, discours, intérieur, Colère",34
1201,Tableau,emotion,"Une femme assise avec des cheveux noirs et un haut bleu clair lit un livre sur une table, bouquet de fleurs sur la table, émotion neutre",37
1201,Tableau,emotion,"Une femme assise avec des cheveux noirs et un haut bleu clair lit un livre sur une table, bouquet de fleurs sur la table, Joie",35
