recordID,category,focus,caption
7803,Tableau,luminosity,Neutre
5402,Tableau,emotion,"Neutre, Peur, Colère, Surprise"
798,Dessin,luminosity,Neutre
11245,Tableau,content,"Une femme adossée à un mur blanc debout pieds nus, un voile rouge, une tunique noire, un colier, un tapis jaune sur le sol"
1528,Tableau,colors,"Couleurs vives, Teinte rouge"
4096,Tableau,luminosity,Sombre
1695,Tableau,colors,Neutre
965,Tableau,luminosity,Lumineux
5836,Tableau,content,"Des chiens qui attaquent des canards, des oies, des cignes, un ciel bleu avec des nuages blanc, des roseaux, une attaque, la chasse"
2429,Tableau,colors,Couleurs vives
10425,Dessin,colors,Noir et blanc<br>(bicolor)
7811,Tableau,luminosity,Lumineux
11245,Tableau,luminosity,Lumineux
3671,Dessin,luminosity,Lumineux
4936,Tableau,colors,Couleurs sombres
1688,Tableau,content,"Un bateau attaqué par des monstres marins, la tempête, des nuages gris et noirs, un phare sur la colline, un monstre"
4931,Tableau,colors,Couleurs sombres
9827,Tableau,luminosity,Lumineux
2324,Tableau,luminosity,Neutre
7095,Dessin,emotion,Neutre
4851,Tableau,emotion,Neutre
7168,Tableau,luminosity,Neutre
5867,Tableau,colors,Couleurs sombres
1733,Tableau,luminosity,Lumineux
1786,Tableau,emotion,"Neutre, Joie"
7803,Tableau,emotion,"Tristesse, Peur, Colère"
7803,Tableau,colors,Noir et blanc<br>(bicolor)
7743,Dessin,emotion,"Neutre, Tristesse"
1733,Tableau,emotion,"Tristesse, Peur, Colère"
380,Tableau,luminosity,Neutre
8260,Tableau,colors,Noir et blanc<br>(bicolor)
1401,Tableau,luminosity,Neutre
839,Tableau,content,"Une fille est un garçon assis à une table en train de jouer aux cartes, intérieur, chaise rouge, vases, commode, nappe, cheveux en queue de cheval"
6394,Dessin,content,"Portrait d'un homme chauve avec une moustache et un costume noir, il est debout, main sur la taille, fond orange"
6710,Tableau,luminosity,Neutre
7695,Tableau,emotion,Neutre
2321,Tableau,emotion,"Neutre, Tristesse"
10788,Tableau,luminosity,Lumineux
7415,Tableau,luminosity,Lumineux
7405,Dessin,content,"Paysage avec la mer et des dunes, des oiseaux dans le ciel, une digue, des bateaux sur l'eau, le ciel est gris"
4175,Tableau,content,"Chemin avec des arbres alignés, une maison le long de la route, ferme, village en fond, plaines"
4036,Tableau,content,"Toits blancs, façades, arbres sans feuilles, ciel gris, branches noires"
5179,Tableau,content,"Portrait d'une fille debout avec un pot de fleurs dans les mains, cheveux coupe carré blonds, tableaux sur mur bleu, fenêtre, chaise, parquet"
10428,Dessin,content,Dessin d'une femme couchée avec une robe sur un lit
7549,Dessin,colors,Couleurs sombres
6442,Dessin,colors,Noir et blanc<br>(bicolor)
10434,Dessin,emotion,Neutre
10360,Dessin,luminosity,Lumineux
5836,Tableau,colors,Couleurs sombres
2194,Tableau,emotion,"Neutre, Joie"
10789,Dessin,colors,Couleurs vives
7127,Dessin,emotion,Neutre
4596,Tableau,colors,Couleurs sombres
10340,Dessin,content,"Village dans un désert avec du sable au sol, palmier, minaret en fond, batîment avec une coupole"
7405,Dessin,emotion,Neutre
4596,Tableau,luminosity,Neutre
1934,Tableau,luminosity,Lumineux
6446,Dessin,colors,Noir et blanc<br>(bicolor)
6282,Dessin,luminosity,Lumineux
6130,Tableau,content,"Femem assise de dos avec un tablier qui joue du piano avec une partition devant elle, chaise, tabouret, intérieur"
2021,Dessin,luminosity,Neutre
10789,Dessin,luminosity,Lumineux
2429,Tableau,emotion,"Neutre, Joie"
4103,Tableau,content,"Village avec une église le lond d'un chemin, cimetière sur le côté, colline, village en fond, clocher avec une croix"
10795,Tableau,content,"Ferme le long d'un ruisseau où des vaches boient, arbres, chevaux avec des personnes, ciel bleu avec des nuages blancs"
4417,Tableau,emotion,"Tristesse, Peur"
6284,Dessin,content,"Portrait d'un homme avec des cheveux dégarni, une barbe et une moustache épaisse, vu de profil, oreille, chemise"
10836,Tableau,colors,Teinte rouge
6710,Tableau,content,"Portrait d'un soldat en uniforme vu de profil avec une épée dans sa main, un chapeau avec une plume, bottes, rangés de soldats en fond, ciel nuageux"
7398,Dessin,emotion,"Neutre, Tristesse"
4517,Tableau,luminosity,Lumineux
10791,Dessin,luminosity,Lumineux
7962,Tableau,content,"Un homme marche avec son chien vers une ferme avec des arbres sans feuilles et des buissons, cheminées, grange, ciel blanc"
10836,Tableau,luminosity,Lumineux
7398,Dessin,colors,"Noir et blanc<br>(bicolor), Teinte rouge"
8507,Dessin,emotion,"Joie, Surprise"
10425,Dessin,content,Dessin d'une femme en robe noire assise sur un divan
1148,Tableau,emotion,Neutre
10207,Dessin,content,"Homme rasé avec un chapeau noir vu de côté avec un pic dans la main, ouvrier, fermier, cheminée qui fume en fond, usine, pauvreté, travail"
7398,Dessin,luminosity,Lumineux
4931,Tableau,luminosity,Sombre
3816,Tableau,emotion,Neutre
380,Tableau,emotion,Neutre
7996,Tableau,emotion,Neutre
379,Dessin,luminosity,Lumineux
4970,Tableau,content,"Un homme agenouillé, portant un chapeau et un costume noirs, ramasse des cailloux et les met dans une benne, travail, travailleur, pauvreté"
5943,Tableau,content,"Jésus bénit des enfants au temple, vêtments colorés, religion, poutres, chiens, mères qui apportent leurs nourissons"
3674,Tableau,colors,Couleurs sombres
10779,Dessin,colors,Noir et blanc<br>(bicolor)
2324,Tableau,colors,Couleurs sombres
4086,Tableau,colors,Noir et blanc<br>(bicolor)
3692,Tableau,colors,Neutre
3922,Tableau,content,"Portrait d'une petite fille debout avec une robe noire, un collier de perles blanches, un chapeau noir et du maquillage, elle tient une rose rouge dans la main"
10434,Dessin,content,Dessin d'un buffle au dessus et dessin d'une femme vu de dos couchée en dessous
10763,Sculpture,content,"Sculpture d'hommes qui travaillent, pierre taillée"
10207,Dessin,emotion,"Neutre, Tristesse"
10349,Dessin,content,"Dessin d'une jeune femme avec un voile sur les cheveux, une robe, vu de côté"
4313,Tableau,luminosity,Lumineux
10561,Tableau,emotion,Neutre
1942,Tableau,content,"Portrait de famille avec deux couples, et quatres enfants, fermiers asssis dehors, paquerettes dans l'herbe"
759,Tableau,content,"Femmes qui lavent des vêtements dans le fleuve, groupe de femmes agenouillées, ville en fond"
3674,Tableau,content,"Jésus torse nu malade ou mort tenu par un homme chauve et une femme, un femme avec une coupe en main, un homme qui tient un marteau"
1205,Tableau,content,"Jésus amené à un roi sultan, des soldats avec des lances le tiennent, petit chien blanc couché"
6189,Dessin,colors,"Noir et blanc<br>(bicolor), Teinte rouge"
8080,Tableau,content,"Un femme joue avec un bébé nu sur un lit, un homme avec une barbe noire regarde l'enfant"
10877,Tableau,content,"Un homme en tunique rouge agenouillé à côté de son cheval regarde un cerf avec des chiens dans une forêt, chevalier"
5640,Tableau,luminosity,Sombre
2795,Sculpture,luminosity,Neutre
10795,Tableau,emotion,"Neutre, Joie"
4970,Tableau,luminosity,Sombre
7549,Dessin,luminosity,Sombre
2624,Tableau,emotion,Joie
1177,Tableau,luminosity,Sombre
6462,Dessin,content,"Portrait d'un homme vu de côté assis par terre avec une fine barbe et un turban, il est adossé contre un mur"
8541,Dessin,luminosity,Sombre
8256,Tableau,emotion,"Tristesse, Peur"
79,Tableau,content,"Une femme en robe noire assise dans un fauteuil rouge dans un salon avec un tapis rouge, piano, la femme se cache le visage avec sa main"
4818,Tableau,luminosity,Sombre
3941,Tableau,colors,Noir et blanc<br>(bicolor)
4175,Tableau,luminosity,Sombre
839,Tableau,luminosity,Lumineux
6545,Dessin,content,"Un port avec une église avec un clocher, des bateaux sur l'eau, un homme couché sur le bord de l'eau, une ville portuaire"
10836,Tableau,content,"Une femme et un enfant qui font une promenade, des hautes herbes, des fleurs colorées, deux arbres en fond"
1394,Dessin,emotion,"Joie, Peur"
8057,Tableau,luminosity,Neutre
1528,Tableau,luminosity,Neutre
7743,Dessin,colors,Noir et blanc<br>(bicolor)
6964,Dessin,colors,Noir et blanc<br>(bicolor)
1786,Tableau,luminosity,Neutre
4149,Tableau,emotion,"Neutre, Tristesse, Peur"
7742,Dessin,colors,Noir et blanc<br>(bicolor)
1250,Tableau,emotion,"Neutre, Joie"
5393,Dessin,emotion,"Joie, Peur, Colère"
2624,Tableau,luminosity,Neutre
2414,Tableau,content,"Un homme agenouillé lit un livre sur un rocher, une vallée avec un fleuve et des falaises autour, des animaux qui boient dans la rivière, des arbres"
8922,Tableau,luminosity,Neutre
11245,Tableau,colors,Neutre
8260,Tableau,content,"Paysage avec un peintre qui peint une toile, un couple qui pose, des arbres, un parc, des personnes sur l'herbe, un chemin"
5723,Tableau,colors,Neutre
5392,Tableau,colors,Couleurs vives
10352,Dessin,emotion,"Neutre, Tristesse, Peur"
3704,Dessin,colors,Neutre
8260,Tableau,luminosity,Neutre
10220,Dessin,colors,Noir et blanc<br>(bicolor)
2081,Dessin,content,"Un chevalier et son cheval se défende contre des chiens enragés, le feu, le combat, le chaos"
1932,Tableau,colors,Couleurs vives
909,Tableau,content,"Portrait d'une femme assise avec un grand chapeau, parapluie dans une main, robe longue noire"
7464,Tableau,content,"Un chat joue sur une table, il fait tomber de l'encre sur une feuille, bougie, tableau, livres"
8393,Dessin,emotion,"Neutre, Joie"
884,Tableau,colors,Couleurs vives
1084,Dessin,content,"Dessin architectural d'une coupole avec deux poutres et statues d'anges, dessin détaillé"
1148,Tableau,luminosity,Neutre
2429,Tableau,luminosity,Lumineux
1054,Tableau,colors,Noir et blanc<br>(bicolor)
7234,Dessin,content,"Une foule marchent sur un port avec des bateaux, ils transportent des affaires, voyages, immigration, travailleurs, embarquement, voyage"
4417,Tableau,colors,Couleurs sombres
1820,Tableau,emotion,"Neutre, Joie"
7874,Dessin,content,"Un ferme avec un toit en paille, une toilette extérieure en bois , un homme avec un chapeau assis sur le sol avec deux animaux, un cloture en bois, quelques arbres"
7887,Dessin,luminosity,Lumineux
1177,Tableau,colors,Noir et blanc<br>(bicolor)
2321,Tableau,content,"Portrait d'une homme assis avec un chapeau noir et un habit noir et brun, pas de pilosité faciale, en fond on voit des batiments avec un canal"
10795,Tableau,colors,Neutre
1458,Tableau,emotion,Neutre
4936,Tableau,luminosity,Sombre
7811,Tableau,emotion,"Neutre, Surprise"
4149,Tableau,luminosity,Neutre
1623,Tableau,emotion,"Neutre, Joie"
3922,Tableau,emotion,"Neutre, Tristesse"
5909,Tableau,content,"Scène de bataille, des soldats sur des chevaux se combattent, chaos, guerre, morts, armes"
8922,Tableau,content,"Visage d'une petite fille aux longs cheveux noirs dans un lit sur un oreiller, couverture verte"
7742,Dessin,luminosity,Lumineux
5257,Dessin,emotion,"Neutre, Tristesse, Colère"
7803,Tableau,content,"Homme torse nu prisonnier sur un poteau, soldat avec une hache, chateau en fond, vache avec une cloche, veille femme"
7451,Tableau,colors,Teinte rouge
6928,Dessin,luminosity,Lumineux
6928,Dessin,content,"Maison avec une cheminée entre deux arbres, homme debout sur un chemin, toit en paille"
2321,Tableau,luminosity,Sombre
6386,Tableau,luminosity,Lumineux
10561,Tableau,content,"Portrait d'une jeune fille aux cheveux roux tressés, assise sur une chaise verte, s'appuyant sur sa main"
1201,Tableau,colors,Couleurs vives
1177,Tableau,content,"Portrait d'un homme avec des cheveux noirs et une moustache noir en costume noir avec une chemise blanche, portrait en extérieur"
7852,Tableau,emotion,Peur
7095,Dessin,content,"Une ferme avec un fermier qui déplacent des vaches et deux chiens, des arbres, un toit en tuiles et une clôture en bois"
8080,Tableau,colors,Noir et blanc<br>(bicolor)
10793,Dessin,luminosity,Lumineux
10788,Tableau,content,"Un homme dans la savane avec des arbres au dessus de lui et des herbes hautes, balade"
4517,Tableau,colors,Couleurs vives
756,Tableau,emotion,"Neutre, Surprise"
4070,Tableau,emotion,Neutre
6442,Dessin,emotion,"Tristesse, Peur"
4144,Tableau,luminosity,Neutre
7614,Dessin,content,"Portrait d'une personne vu de côté avec un voile blanc sur la tête, ses yeux regardent vers le haut, cheveux bruns ou noirs semi-longs"
839,Tableau,emotion,Joie
3704,Dessin,content,"Portrait d'une femme aux cheveux noirs coiffés en chignon, vue de profil, les yeux fermés et les oreilles visiblesn, vêtements bleus et un col roulé noir"
1250,Tableau,content,"jardin d'une maison blanche avec des arbres alignés, herbe coupée, fenêtre, porte ouverte, extérieur, ombre des arbres"
7962,Tableau,emotion,"Neutre, Peur"
5402,Tableau,colors,Couleurs vives
8256,Tableau,colors,Neutre
452,Tableau,content,"Portrait d'une femme adulte avec des cheveux attachés noirs de face, bras croisés, robe noire"
6462,Dessin,colors,"Noir et blanc<br>(bicolor), Teinte rouge"
4127,Tableau,content,"Une femme nue assise sur le sol, une femme nue qui prend un fruit dans un arbre, un enfant nu assis par terre, forêt"
1120,Tableau,colors,Teinte bleue
7572,Tableau,emotion,"Tristesse, Peur, Dégoût, Colère, Surprise"
4114,Tableau,luminosity,Sombre
666,Tableau,colors,Noir et blanc<br>(bicolor)
8329,Dessin,emotion,Neutre
5207,Dessin,content,"Une salle des fêtes sans personne, des tables avec des nappes blanches, un chandelier, des murs bleus, une moquette rouge, un mariage"
6442,Dessin,luminosity,Neutre
2624,Tableau,colors,Noir et blanc<br>(bicolor)
1298,Tableau,colors,Noir et blanc<br>(bicolor)
992,Tableau,content,"Portrait d'une femme qui regarde vers le bas, turban rouge, chapeau, bras croisés, oreille visible, robe brune"
1985,Tableau,content,"Scène de chaos, hommes et femmes dénudés, combat, peroquet, mort, décès, cheval, enfer, chien, bouc"
8572,Tableau,emotion,Tristesse
1488,Tableau,content,"Une place avec une foule vêtue de noir, une femme de dos avec une robe bleue, une église, des maisons en briques rouges, un ciel bleu, des nuages blancs, une cathédrale"
8572,Tableau,luminosity,Neutre
379,Dessin,colors,"Noir et blanc<br>(bicolor), Teinte rouge"
756,Tableau,colors,Neutre
666,Tableau,emotion,"Neutre, Tristesse, Peur"
4175,Tableau,colors,Noir et blanc<br>(bicolor)
7811,Tableau,colors,Couleurs vives
10428,Dessin,colors,Noir et blanc<br>(bicolor)
137,Tableau,emotion,"Tristesse, Peur"
7996,Tableau,content,"Portrait d'une vieille femme aux cheveux gris, assise sur une chaise en bois avec un cousin rouge, robe noire, mains jointes, intérieur"
4114,Tableau,colors,Noir et blanc<br>(bicolor)
6089,Dessin,content,"Bataille entre des soldats sur de chevaux avec des lances et des épées, mort, guerre, chaos"
7464,Tableau,emotion,"Joie, Surprise"
79,Tableau,emotion,"Tristesse, Peur, Dégoût, Colère"
8095,Dessin,content,"Paysage de plaine avec une cathédrale en arrière-plan, quelques maisons, deux soldats avec des fusils, deux chiens, des collines, des moulins à vent en arrière-plan"
1458,Tableau,colors,Neutre
1932,Tableau,content,"Une femme présente son bébé nu à un homme chauve tenant un dôme d'or dans sa main, un homme avec un sceptre la regarde, religion, baptême"
2194,Tableau,content,"Portrait d'une veille femme assise tenant des lunettes et un livre, habit noir avec une collerette blanche, intérieur"
6143,Dessin,content,"Dessin de plusieurs visages, expressions faciles, lion, serpent, barbe, crane"
10340,Dessin,emotion,Neutre
4362,Tableau,content,"Une femme vue de côté avec une robe blanche avec deux femmes l'aidant à s'habiller, robe rose, robe verte, voile blanc, intérieur, mariage"
4818,Tableau,emotion,"Neutre, Joie, Tristesse, Surprise"
7806,Tableau,content,"Deux voiliers sur la mer calme, un couché de soleil, des nuages, des oiseaux dans le ciel, des petites vagues, l'océan"
1317,Dessin,content,"Un paysage avec des champs, une ville en arrière-plan avec une église et des maisons, des arbres et des buissons, un ciel blanc"
8269,Tableau,content,"Jésus entouré d'hommes et de femmes qui le regardent et le touchent, lumière autour de sa tête, religion"
4568,Tableau,colors,Neutre
186,Tableau,emotion,Joie
552,Tableau,content,"Une rivière, torrent entre des rochers, des sapins, des falaises, un ciel orange, des branches, du courant"
1250,Tableau,colors,Noir et blanc<br>(bicolor)
11245,Tableau,emotion,Tristesse
2321,Tableau,colors,Couleurs sombres
10793,Dessin,emotion,"Neutre, Tristesse"
4332,Tableau,colors,Noir et blanc<br>(bicolor)
870,Tableau,luminosity,Sombre
338,Tableau,luminosity,Neutre
4518,Tableau,content,"Portrait d'un vieil homme assis avec des cheveux dégarnis et une moustache grise en costume avec un livre rouge dans sa main, intérieur"
7595,Tableau,colors,Neutre
8541,Dessin,colors,Teinte rouge
6964,Dessin,luminosity,Lumineux
870,Tableau,emotion,Neutre
10434,Dessin,colors,Noir et blanc<br>(bicolor)
4518,Tableau,emotion,"Neutre, Colère"
8558,Tableau,luminosity,Neutre
6693,Dessin,colors,Noir et blanc<br>(bicolor)
10094,Tableau,colors,Couleurs sombres
2429,Tableau,content,"Un bouquet de fleurs blanches sur une table avec nappe rouge et une coupe dorée, papier peint orange et mur en bois, intérieur luxueux"
1205,Tableau,colors,Couleurs vives
5393,Dessin,colors,"Noir et blanc<br>(bicolor), Teinte rouge"
4144,Tableau,content,"Un chemin de terre entre des collines sombres, la campagne, des plaines, des arbustes, un ciel gris"
1803,Tableau,luminosity,Sombre
1754,Tableau,colors,Couleurs vives
379,Dessin,emotion,"Neutre, Tristesse"
7398,Dessin,content,"Un homme debout avec une canne, un chapeau de paille, un pancho, un mendiant"
4851,Tableau,colors,Neutre
10779,Dessin,emotion,"Neutre, Joie"
6964,Dessin,content,"Une femme assise par terre avec un enfant couché sur le bord d'un chemin de terre, parlant à un groupe, une ferme en arrière-plan, des arbres, des moutons"
1724,Tableau,content,"Un foule qui fait la fête en extérieur, vêtements colorés, fête de village, danse"
1084,Dessin,colors,Noir et blanc<br>(bicolor)
355,Tableau,content,"Un homme musclé et nu tombe et souffre, une femme avec un drap rouge, un arbre, des hommes qui parlent en arrière-plan, un ciel orange"
7549,Dessin,emotion,"Neutre, Tristesse, Peur"
380,Tableau,content,"Portrait d'un homme adulte assis de côté, cheveux gris bouclés, chapeau noir, costume noir, col en dentelle blanche, gants"
137,Tableau,content,"Groupe de personnes avec des chameaux dans le désert, tempête de sable, vêtements colorés, ciel orangé"
1317,Dessin,emotion,Neutre
380,Tableau,colors,Couleurs sombres
2046,Tableau,content,"Portrait d'une jeune fille debout avec des cheveux blonds et une canne, manteau noir, chapeau noir, chien noir assis à côté d'elle"
7811,Tableau,content,"Une femme nue couché sur le sol avec des longs cheveux bruns, feuilles sur le sol, un garçon nu joue de la flute, arbres autour d'eux"
6143,Dessin,luminosity,Lumineux
5604,Dessin,emotion,"Neutre, Peur, Colère, Surprise"
4851,Tableau,luminosity,Neutre
3692,Tableau,luminosity,Sombre
7962,Tableau,luminosity,Neutre
10207,Dessin,colors,Couleurs vives
7234,Dessin,colors,Couleurs sombres
1148,Tableau,content,"Portrait d'une femme assise avec des cheveux coiffés noires, robe blanche en dentelle, mains qui se tiennent, ceinture"
965,Tableau,content,"Un péniche à voile sur le fleuve le matin, le reflet du soleil dans l'eau, un ciel jaune, deux oiseaux"
5207,Dessin,luminosity,Lumineux
5376,Dessin,content,"Dessin des deux figures, une personne couchée de dos nu, une femme de face couché nue, un vase avec de l'eau qui coule"
870,Tableau,colors,Noir et blanc<br>(bicolor)
5943,Tableau,luminosity,Neutre
6130,Tableau,emotion,"Neutre, Joie, Peur"
1599,Tableau,content,"Portrait d'un homme avec des cheveux bruns bouclés et un vêtement verre, pas de pilosité faciale"
2021,Dessin,emotion,"Neutre, Joie"
8057,Tableau,content,"Portrait d'une jeune femme avec des cheveux bouclés, habit noir, col blanc, bras le long du corps"
10250,Tableau,luminosity,Lumineux
4568,Tableau,luminosity,Neutre
4362,Tableau,luminosity,Neutre
10795,Tableau,luminosity,Neutre
10220,Dessin,content,"Deux hommes parlent à une femme en intérieur, une fenêtre, la femme est devant un lit avec un mort, un croix chrétienne au dessus du lit, intérieur, mort"
3674,Tableau,luminosity,Neutre
8660,Tableau,content,Un homme de face avec un habit bleu tient une bougie qui illumine son visage et le visage d'une fille à côté de lui
5604,Dessin,content,"Jésus qui est entouré d'une foule avec des soldats, armes, regroupement, religion, halo autour de la tête de Jésus"
1808,Tableau,colors,Couleurs vives
1829,Tableau,luminosity,Neutre
6138,Dessin,colors,Noir et blanc<br>(bicolor)
2414,Tableau,luminosity,Neutre
7572,Tableau,colors,Couleurs vives
1695,Tableau,luminosity,Neutre
1352,Tableau,content,"Une maison dans une forêt aux arbres sombres, un ponton, un canard, un toit de chaume, un ciel blanc et du brouillard"
8256,Tableau,luminosity,Neutre
5836,Tableau,luminosity,Neutre
798,Dessin,emotion,"Neutre, Peur"
10349,Dessin,luminosity,Lumineux
1120,Tableau,emotion,Neutre
4959,Tableau,emotion,"Neutre, Joie"
7234,Dessin,emotion,"Tristesse, Peur"
7874,Dessin,emotion,"Neutre, Joie"
4812,Tableau,emotion,"Neutre, Tristesse, Peur"
6963,Dessin,emotion,Neutre
6693,Dessin,emotion,"Neutre, Peur, Surprise"
2081,Dessin,luminosity,Sombre
4313,Tableau,emotion,"Joie, Surprise"
4851,Tableau,content,"Jésus avec un drap rouge sur lui avec des personnes agenouillés autour de lui, un homme qui se fait décapiter, deux hommes sur des chevaux, foule, religion"
6964,Dessin,emotion,Neutre
756,Tableau,luminosity,Neutre
2021,Dessin,colors,Neutre
6470,Dessin,colors,Noir et blanc<br>(bicolor)
7695,Tableau,colors,Neutre
5179,Tableau,emotion,"Neutre, Tristesse"
7415,Tableau,emotion,"Neutre, Joie"
1205,Tableau,luminosity,Neutre
2021,Dessin,content,"Une jeune fille lisant un livre assise avec un chaton sur ses genoux, elle porte un tablier blanc, intérieur, cheveux attachés"
8541,Dessin,content,"Un chateau qui brule, un incendie, une usine, de la fumée"
1623,Tableau,luminosity,Sombre
1733,Tableau,colors,Couleurs vives
1298,Tableau,emotion,Neutre
160,Tableau,emotion,"Neutre, Peur"
3922,Tableau,luminosity,Sombre
4315,Tableau,content,"Une carcase rouge d'un animal sur une table, une bouteille en verre brune, une assiette, un repas"
4070,Tableau,colors,Neutre
3941,Tableau,emotion,"Neutre, Joie"
10450,Tableau,emotion,"Neutre, Tristesse"
1202,Tableau,luminosity,Sombre
992,Tableau,colors,"Couleurs sombres, Teinte rouge"
1084,Dessin,luminosity,Lumineux
7873,Dessin,emotion,"Neutre, Joie"
1853,Tableau,colors,Couleurs vives
7844,Tableau,luminosity,Sombre
7095,Dessin,colors,Noir et blanc<br>(bicolor)
5640,Tableau,colors,Couleurs sombres
10807,Dessin,content,"Un femme agenouillé avec une couronne qui parle à une femme assise avec un enfant dans ses bras, un animal derrière, des voutes"
1829,Tableau,colors,Couleurs vives
1369,Dessin,colors,Noir et blanc<br>(bicolor)
8660,Tableau,colors,"Couleurs sombres, Teinte rouge"
1820,Tableau,content,"Un femme avec un voile et un baton prie en regardant le ciel, deux moutons à ses pieds, drap bleu, ciel sombre"
4818,Tableau,colors,"Noir et blanc<br>(bicolor), Teinte rouge"
10450,Tableau,luminosity,Lumineux
7873,Dessin,content,"Une femme en robe sophistiquée rencontre un homme avec une cape, deux autres hommes à ses côtés, un arbre au-dessus d'eux"
7292,Dessin,luminosity,Lumineux
858,Tableau,luminosity,Neutre
3928,Tableau,colors,Noir et blanc<br>(bicolor)
8508,Dessin,emotion,"Neutre, Colère"
798,Dessin,content,"Une ruelle avec des voutes, un homme dans l'ombre, des murs en pierre"
2795,Sculpture,content,"Sculpture de deux hommes musclés nus qui se battent, combat, violence"
4313,Tableau,content,"Une table avec une des tomates rouges et un vase avec des fleurs colorées, un mur jaune"
1401,Tableau,emotion,Joie
5402,Tableau,content,"Un fille en robe blanche debout avec la main d'une reine sur sa tête, un soldat avec une cape rouge et un casque doré, un homme en tunique blanche, intérieur, royauté"
10340,Dessin,luminosity,Lumineux
3671,Dessin,emotion,Neutre
6282,Dessin,content,"Portrait d'un homme vu de profil, cheveux dégarnis, barbiche et moustache épaisse, oreille visible"
8572,Tableau,colors,Couleurs vives
3877,Dessin,colors,Couleurs vives
5257,Dessin,colors,Noir et blanc<br>(bicolor)
7887,Dessin,colors,Noir et blanc<br>(bicolor)
2081,Dessin,emotion,"Peur, Colère"
7379,Dessin,content,"Portrait d'un jeune homme avec des cheveux longs de côté, un manteau noir"
1942,Tableau,luminosity,Neutre
4127,Tableau,emotion,"Neutre, Surprise"
160,Tableau,luminosity,Lumineux
7873,Dessin,colors,Noir et blanc<br>(bicolor)
10220,Dessin,luminosity,Neutre
1985,Tableau,luminosity,Sombre
2795,Sculpture,colors,Noir et blanc<br>(bicolor)
4127,Tableau,colors,Noir et blanc<br>(bicolor)
8558,Tableau,emotion,"Joie, Surprise"
10250,Tableau,emotion,"Neutre, Tristesse, Dégoût"
10094,Tableau,luminosity,Neutre
7890,Dessin,emotion,Neutre
2795,Sculpture,emotion,"Tristesse, Peur, Colère"
6143,Dessin,emotion,"Tristesse, Peur, Colère"
552,Tableau,emotion,"Neutre, Peur"
8081,Tableau,content,"Un homme torse nu et un homme avec un habit bleu qui boit dans une flaque sont dans une forêt, un fleuve, un chateau sur une colline en fond, un crépuscule"
1250,Tableau,luminosity,Neutre
1531,Tableau,colors,"Couleurs sombres, Teinte verte"
7595,Tableau,luminosity,Sombre
6130,Tableau,colors,Noir et blanc<br>(bicolor)
7806,Tableau,emotion,Neutre
1054,Tableau,content,"Portrait d'un vieil homme avec une longue barbe grise et des cheveux courts avec un col en dentelle et un habit noir, une main sur son torse"
6462,Dessin,emotion,"Neutre, Tristesse, Colère"
5116,Tableau,colors,Teinte verte
4103,Tableau,luminosity,Neutre
1531,Tableau,emotion,"Tristesse, Peur"
1531,Tableau,luminosity,Sombre
7887,Dessin,emotion,"Peur, Dégoût, Surprise"
10793,Dessin,colors,Noir et blanc<br>(bicolor)
10349,Dessin,emotion,"Neutre, Joie"
7292,Dessin,colors,Neutre
1853,Tableau,content,"Une robe blanche sur un porte manteau, un mur avec des tableaux, un vase doré par terre, une commode avec une écharpe bleue, intérieur"
1458,Tableau,content,"Les toits des maisons d'une ville, toit en tuiles rouges et grises, maisons blanches, cathédrale, ciel nuageux, cheminées"
7742,Dessin,content,"Portrait d'un vieil homme avec des cheveux gris et un point de beauté avec un large manteau, pas de pilosité faciale"
8329,Dessin,colors,Noir et blanc<br>(bicolor)
5392,Tableau,content,"Paysage avec des plaines avec des tas de foin, un arbre seul au milieu du champ, un village en fond, des montagnes en fond, des nuages dans le ciel"
4096,Tableau,content,"Une plaine avec quelques fleurs blanches, des forêts en fond, un ciel gris"
1488,Tableau,luminosity,Lumineux
1394,Dessin,colors,Noir et blanc<br>(bicolor)
8260,Tableau,emotion,Joie
1724,Tableau,luminosity,Neutre
10349,Dessin,colors,Noir et blanc<br>(bicolor)
7059,Dessin,luminosity,Lumineux
870,Tableau,content,"Une table avec une assiette, un vase avec des fleurs, globe terrestre, verres, cruche"
8081,Tableau,luminosity,Neutre
1317,Dessin,colors,Noir et blanc<br>(bicolor)
1599,Tableau,emotion,Neutre
7059,Dessin,colors,"Noir et blanc<br>(bicolor), Teinte rouge"
6138,Dessin,content,"Des personens autour d'un lit avec un homme musclé couché et malade, une femme sur ses genoux à côté du lit, un enfant debout à côté du lit"
1352,Tableau,luminosity,Sombre
6710,Tableau,emotion,"Neutre, Peur, Colère"
1202,Tableau,colors,Couleurs vives
4149,Tableau,content,"Un paysage avec des collines et des plaines, des nuages blancs dans le ciel"
